Species,IslandGroup,DemClass,Month,MonthLength,Device,Age,BreedStage,IdealDist,NumDays,HalfOnNest,RepAge,RepBreedStage,value
Black Petrel,New Zealand,theta,1,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4_Q1,4964.904815
Black Petrel,New Zealand,theta,2,28,GLS,immature,non-breeding,IMM_Q4_Q1,28,FALSE,adult,non-breeding_Q4_Q1,4964.904815
Black Petrel,New Zealand,theta,3,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4_Q1,4964.904815
Black Petrel,New Zealand,theta,4,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,4964.904815
Black Petrel,New Zealand,theta,5,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q2,4964.904815
Black Petrel,New Zealand,theta,6,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,4964.904815
Black Petrel,New Zealand,theta,7,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,4964.904815
Black Petrel,New Zealand,theta,8,31,GLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,4964.904815
Black Petrel,New Zealand,theta,9,30,GLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q3,4964.904815
Black Petrel,New Zealand,theta,10,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,4964.904815
Black Petrel,New Zealand,theta,11,30,GLS,immature,non-breeding,IMM_Q4_Q1,30,FALSE,adult,non-breeding_Q4,4964.904815
Black Petrel,New Zealand,theta,12,31,GLS,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q4,4964.904815
Black Petrel,New Zealand,zeta,1,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,2,28,GLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,3,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,4,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,5,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,6,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,7,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,8,31,GLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,9,30,GLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,10,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,11,30,GLS,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Black Petrel,New Zealand,zeta,12,31,GLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,1814.171688
Buller's Albatross,The Snares,beta,1,31,GPSorPTT,adult,pre-laying,PRE-L,20,TRUE,adult,pre-egg,12655.616
Buller's Albatross,The Snares,beta,1,31,GPSorPTT,adult,incubation,INC,11,TRUE,adult,incubation,12655.616
Buller's Albatross,The Snares,beta,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,12655.616
Buller's Albatross,The Snares,beta,3,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,12655.616
Buller's Albatross,The Snares,beta,4,30,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,12655.616
Buller's Albatross,The Snares,beta,4,30,GPSorPTT,adult,post-brood,PB,10,FALSE,adult,post-guard,12655.616
Buller's Albatross,The Snares,beta,5,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,12655.616
Buller's Albatross,The Snares,beta,6,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,post-guard,12655.616
Buller's Albatross,The Snares,beta,7,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,12655.616
Buller's Albatross,The Snares,beta,8,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,post-guard,12655.616
Buller's Albatross,The Snares,beta,9,30,GPSorPTT,adult,post-brood,PB,13,FALSE,adult,post-guard,12655.616
Buller's Albatross,The Snares,beta,9,30,GLS,adult,non-breeding,NB_Q3,17,FALSE,adult,non-breeding_Q3,12655.616
Buller's Albatross,The Snares,beta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,12655.616
Buller's Albatross,The Snares,beta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,12655.616
Buller's Albatross,The Snares,beta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,12655.616
Buller's Albatross,The Snares,delta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,4352
Buller's Albatross,The Snares,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,4352
Buller's Albatross,The Snares,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,4352
Buller's Albatross,The Snares,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4352
Buller's Albatross,The Snares,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,4352
Buller's Albatross,The Snares,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4352
Buller's Albatross,The Snares,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4352
Buller's Albatross,The Snares,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4352
Buller's Albatross,The Snares,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,4352
Buller's Albatross,The Snares,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,4352
Buller's Albatross,The Snares,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,4352
Buller's Albatross,The Snares,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,4352
Buller's Albatross,The Snares,gamma,1,31,GPSorPTT,adult,pre-laying,PRE-L,20,TRUE,adult,pre-egg,4752.384
Buller's Albatross,The Snares,gamma,1,31,GPSorPTT,adult,incubation,INC,11,TRUE,adult,incubation,4752.384
Buller's Albatross,The Snares,gamma,2,28,GPSorPTT,adult,incubation,INC,28,TRUE,adult,incubation,4752.384
Buller's Albatross,The Snares,gamma,3,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,incubation,4752.384
Buller's Albatross,The Snares,gamma,4,30,GPSorPTT,adult,brood-guard,BR,20,TRUE,adult,brood-guard,4752.384
Buller's Albatross,The Snares,gamma,4,30,GPSorPTT,adult,post-brood,PB,10,FALSE,adult,post-guard,4752.384
Buller's Albatross,The Snares,gamma,5,31,GPSorPTT,adult,post-brood,PB,18,FALSE,adult,post-guard,4752.384
Buller's Albatross,The Snares,gamma,5,31,GLS,adult,non-breeding,NB_Q2,13,FALSE,adult,non-breeding_Q2,4752.384
Buller's Albatross,The Snares,gamma,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4752.384
Buller's Albatross,The Snares,gamma,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4752.384
Buller's Albatross,The Snares,gamma,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4752.384
Buller's Albatross,The Snares,gamma,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,4752.384
Buller's Albatross,The Snares,gamma,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,4752.384
Buller's Albatross,The Snares,gamma,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,4752.384
Buller's Albatross,The Snares,gamma,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,4752.384
Buller's Albatross,The Snares,theta,1,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,33637.86801
Buller's Albatross,The Snares,theta,2,28,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,28,FALSE,juvenile_immature,non-breeding_Q4_Q1,33637.86801
Buller's Albatross,The Snares,theta,3,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,33637.86801
Buller's Albatross,The Snares,theta,4,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,33637.86801
Buller's Albatross,The Snares,theta,5,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,33637.86801
Buller's Albatross,The Snares,theta,6,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,33637.86801
Buller's Albatross,The Snares,theta,7,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,33637.86801
Buller's Albatross,The Snares,theta,8,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,33637.86801
Buller's Albatross,The Snares,theta,9,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,33637.86801
Buller's Albatross,The Snares,theta,10,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,33637.86801
Buller's Albatross,The Snares,theta,11,30,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,30,FALSE,juvenile_immature,non-breeding_Q4_Q1,33637.86801
Buller's Albatross,The Snares,theta,12,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,33637.86801
Buller's Albatross,The Snares,zeta,1,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,6161.866114
Buller's Albatross,The Snares,zeta,2,28,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,juvenile_immature,non-breeding_Q4_Q1,6161.866114
Buller's Albatross,The Snares,zeta,3,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,6161.866114
Buller's Albatross,The Snares,zeta,4,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,6161.866114
Buller's Albatross,The Snares,zeta,5,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,6161.866114
Buller's Albatross,The Snares,zeta,6,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,6161.866114
Buller's Albatross,The Snares,zeta,7,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,6161.866114
Buller's Albatross,The Snares,zeta,8,31,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,juvenile_immature,non-breeding_Q2_Q3,6161.866114
Buller's Albatross,The Snares,zeta,9,30,GPSorPTT,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,juvenile_immature,non-breeding_Q2_Q3,6161.866114
Buller's Albatross,The Snares,zeta,10,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,6161.866114
Buller's Albatross,The Snares,zeta,11,30,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,juvenile_immature,non-breeding_Q4_Q1,6161.866114
Buller's Albatross,The Snares,zeta,12,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4_Q1,6161.866114
Chatham Albatross,Chatham Island,beta,1,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,2,28,GPSorPTT,adult,post-brood,PB,28,FALSE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,3,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,4,30,GPSorPTT,adult,post-brood,PB,9,FALSE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,4,30,GPSorPTT,adult,non-breeding,NB_Q2,21,FALSE,adult,non-breeding_Q2,4856.87
Chatham Albatross,Chatham Island,beta,5,31,GPSorPTT,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,4856.87
Chatham Albatross,Chatham Island,beta,6,30,GPSorPTT,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,4856.87
Chatham Albatross,Chatham Island,beta,7,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,4856.87
Chatham Albatross,Chatham Island,beta,8,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,26,FALSE,adult,non-breeding_Q3,4856.87
Chatham Albatross,Chatham Island,beta,8,31,GPSorPTT,adult,pre-laying,PRE-L,5,TRUE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,9,30,GPSorPTT,adult,pre-laying,PRE-L,19,TRUE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,9,30,GPSorPTT,adult,incubation,INC,11,TRUE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,10,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,11,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,12,31,GPSorPTT,adult,brood-guard,BR,24,TRUE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,beta,12,31,GPSorPTT,adult,post-brood,PB,7,FALSE,adult,breeding,4856.87
Chatham Albatross,Chatham Island,delta,1,31,GPSorPTT,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3080.504528
Chatham Albatross,Chatham Island,delta,2,28,GPSorPTT,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,3080.504528
Chatham Albatross,Chatham Island,delta,3,31,GPSorPTT,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,3080.504528
Chatham Albatross,Chatham Island,delta,4,30,GPSorPTT,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3080.504528
Chatham Albatross,Chatham Island,delta,5,31,GPSorPTT,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,3080.504528
Chatham Albatross,Chatham Island,delta,6,30,GPSorPTT,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,3080.504528
Chatham Albatross,Chatham Island,delta,7,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3080.504528
Chatham Albatross,Chatham Island,delta,8,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,3080.504528
Chatham Albatross,Chatham Island,delta,9,30,GPSorPTTorGLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,3080.504528
Chatham Albatross,Chatham Island,delta,10,31,GPSorPTT,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,3080.504528
Chatham Albatross,Chatham Island,delta,11,30,GPSorPTT,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,3080.504528
Chatham Albatross,Chatham Island,delta,12,31,GPSorPTT,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,3080.504528
Chatham Albatross,Chatham Island,gamma,1,31,GPSorPTT,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,5633.13
Chatham Albatross,Chatham Island,gamma,2,28,GPSorPTT,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,5633.13
Chatham Albatross,Chatham Island,gamma,3,31,GPSorPTT,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,5633.13
Chatham Albatross,Chatham Island,gamma,4,30,GPSorPTT,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,5633.13
Chatham Albatross,Chatham Island,gamma,5,31,GPSorPTT,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,5633.13
Chatham Albatross,Chatham Island,gamma,6,30,GPSorPTT,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,5633.13
Chatham Albatross,Chatham Island,gamma,7,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,5633.13
Chatham Albatross,Chatham Island,gamma,8,31,GPSorPTTorGLS,adult,non-breeding,NB_Q3,26,FALSE,adult,non-breeding_Q3,5633.13
Chatham Albatross,Chatham Island,gamma,8,31,GPSorPTT,adult,pre-laying,PRE-L,5,TRUE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,9,30,GPSorPTT,adult,pre-laying,PRE-L,19,TRUE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,9,30,GPSorPTT,adult,incubation,INC,11,TRUE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,10,31,GPSorPTT,adult,incubation,INC,31,TRUE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,11,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,12,31,GPSorPTT,adult,brood-guard,BR,24,TRUE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,12,31,GPSorPTT,adult,post-brood,PB,5,FALSE,adult,breeding,5633.13
Chatham Albatross,Chatham Island,gamma,12,31,GPSorPTT,adult,non-breeding,NB_Q4,2,FALSE,adult,non-breeding_Q4,5633.13
Chatham Albatross,Chatham Island,theta,1,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,9594.230056
Chatham Albatross,Chatham Island,theta,2,28,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,28,FALSE,adult,non-breeding_Q1,9594.230056
Chatham Albatross,Chatham Island,theta,3,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,adult,non-breeding_Q1,9594.230056
Chatham Albatross,Chatham Island,theta,4,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,9594.230056
Chatham Albatross,Chatham Island,theta,5,31,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q2,9594.230056
Chatham Albatross,Chatham Island,theta,6,30,GPSorPTT,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q2,9594.230056
Chatham Albatross,Chatham Island,theta,7,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,9594.230056
Chatham Albatross,Chatham Island,theta,8,31,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,31,FALSE,adult,non-breeding_Q3,9594.230056
Chatham Albatross,Chatham Island,theta,9,30,GPSorPTTorGLS,immature,non-breeding,IMM_Q2_Q3,30,FALSE,adult,non-breeding_Q3,9594.230056
Chatham Albatross,Chatham Island,theta,10,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4,9594.230056
Chatham Albatross,Chatham Island,theta,11,30,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,30,FALSE,juvenile_immature,non-breeding_Q4,9594.230056
Chatham Albatross,Chatham Island,theta,12,31,GPSorPTT,immature,non-breeding,IMM_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4,9594.230056
Chatham Albatross,Chatham Island,zeta,1,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,2,28,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,28,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,3,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,4,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,5,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,6,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,7,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,8,31,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,31,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,9,30,GPSorPTTorGLS,juvenile,non-breeding,JUV_Q2_Q3,30,FALSE,adult,non-breeding_Q2_Q3,2546.623257
Chatham Albatross,Chatham Island,zeta,10,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4,2546.623257
Chatham Albatross,Chatham Island,zeta,11,30,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,30,FALSE,juvenile_immature,non-breeding_Q4,2546.623257
Chatham Albatross,Chatham Island,zeta,12,31,GPSorPTT,juvenile,non-breeding,JUV_Q4_Q1,31,FALSE,juvenile_immature,non-breeding_Q4,2546.623257
Grey-headed Albatross,Prince Edward Islands,beta,1,31,GPSorPTT,adult,brood-guard,BR,13,TRUE,adult,brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,beta,1,31,GPSorPTT,adult,post-brood,PB,18,FALSE,adult,breeding_incubation_brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,beta,2,28,GPSorPTT,adult,post-brood,PB,28,FALSE,adult,breeding_incubation_brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,beta,3,31,GPSorPTT,adult,post-brood,PB,31,FALSE,adult,breeding_incubation_brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,beta,4,30,GPSorPTT,adult,post-brood,PB,30,FALSE,adult,breeding_incubation_brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,beta,5,31,GPSorPTT,adult,post-brood,PB,11,FALSE,adult,breeding_incubation_brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,beta,5,31,GLS,adult,non-breeding,NB_Q2,20,FALSE,adult,non-breeding_Q2,8113
Grey-headed Albatross,Prince Edward Islands,beta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,8113
Grey-headed Albatross,Prince Edward Islands,beta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,8113
Grey-headed Albatross,Prince Edward Islands,beta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,8113
Grey-headed Albatross,Prince Edward Islands,beta,9,30,GLS,adult,non-breeding,NB_Q3,4,FALSE,adult,non-breeding_Q3,8113
Grey-headed Albatross,Prince Edward Islands,beta,9,30,GPSorPTT,adult,pre-laying,PRE-L,26,TRUE,adult,incubation,8113
Grey-headed Albatross,Prince Edward Islands,beta,10,31,GPSorPTT,adult,pre-laying,PRE-L,9,TRUE,adult,incubation,8113
Grey-headed Albatross,Prince Edward Islands,beta,10,31,GPSorPTT,adult,incubation,INC,22,TRUE,adult,incubation,8113
Grey-headed Albatross,Prince Edward Islands,beta,11,30,GPSorPTT,adult,incubation,INC,30,TRUE,adult,incubation,8113
Grey-headed Albatross,Prince Edward Islands,beta,12,31,GPSorPTT,adult,incubation,INC,21,TRUE,adult,incubation,8113
Grey-headed Albatross,Prince Edward Islands,beta,12,31,GPSorPTT,adult,brood-guard,BR,10,TRUE,adult,brood-guard,8113
Grey-headed Albatross,Prince Edward Islands,delta,1,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,2,28,GLS,adult,non-breeding,NB_Q1,28,FALSE,adult,non-breeding_Q1,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,3,31,GLS,adult,non-breeding,NB_Q1,31,FALSE,adult,non-breeding_Q1,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,4,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,5,31,GLS,adult,non-breeding,NB_Q2,31,FALSE,adult,non-breeding_Q2,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,6,30,GLS,adult,non-breeding,NB_Q2,30,FALSE,adult,non-breeding_Q2,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,7,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,8,31,GLS,adult,non-breeding,NB_Q3,31,FALSE,adult,non-breeding_Q3,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,9,30,GLS,adult,non-breeding,NB_Q3,30,FALSE,adult,non-breeding_Q3,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,10,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,11,30,GLS,adult,non-breeding,NB_Q4,30,FALSE,adult,non-breeding_Q4,12613.97671
Grey-headed Albatross,Prince Edward Islands,delta,12,31,GLS,adult,non-breeding,NB_Q4,31,FALSE,adult,non-breeding_Q4,12613.97671
Grey-headed Albatross,Prince Edward Islands,gamma,1,31,GPSorPTT,adult,brood-guard,BR,13,TRUE,adult,brood-guard,10887
Grey-headed Albatross,Prince Edward Islands,gamma,1,31,GPSorPTT,adult,post-brood,PB,11,FALSE,adult,breeding_incubation_brood-guard,10887
Grey-headed Albatross,Prince Edward Islands,gamma,1,31,GLS,adult,non-breeding,NB_Q1,7,FALSE,adult,non-breeding_Q1,10887
